-70.087377,13.845416,-17.550152,-9.034061,-8.451459,-9.960514
65.232902,-1.998841,-4.647470,13.312835,10.150082,12.732082
-11.190571,18.719389,11.486387,15.039038,9.689015,-16.569906
-43.801238,-9.457490,-17.661893,11.871960,5.405305,6.973853
-6.845821,-17.531010,-11.923219,-11.028716,16.605882,6.010475
151.795808,7.631026,17.099745,16.483041,13.131292,11.758866
-64.180456,-18.776115,16.565760,9.855415,-0.509997,-0.619229
33.905076,19.492688,15.679427,-13.736404,9.543927,-17.737291
-64.963864,-19.824673,-11.031558,17.040017,0.809378,10.668527
-74.626883,8.252448,-3.976046,6.680982,-4.051160,-10.530574
62.431638,1.212526,-9.508123,13.677816,-2.750774,17.418230
-194.289002,-3.633271,-13.450224,-6.157448,-18.246544,-15.038465
143.914928,4.695330,-5.296605,4.967205,8.301227,19.809659
58.220523,-10.111670,-16.948521,-14.601766,18.191308,11.750279
51.960543,13.329284,-8.369166,-4.659363,-6.013828,5.524141
48.475751,7.433776,-16.544238,2.097734,-17.611132,17.625958
-51.642078,9.834464,-4.060881,-13.003710,12.138019,-18.748151
-161.726239,-19.017826,4.475201,13.876810,-0.936135,-9.939107
33.912179,-16.533632,-5.858527,3.853936,6.914014,16.536876
110.789988,-1.371852,-12.170991,-9.872904,15.024525,15.017955
-23.220610,4.105903,-3.153235,-7.585854,-0.406354,-5.031691
-138.047296,-0.262763,6.830264,14.018073,-8.013245,-15.639719
119.573582,-4.991121,-9.486134,4.992271,17.705178,19.651451
165.855696,16.550192,-12.774123,2.292532,10.894584,16.976422
-55.377685,-2.015504,-1.998636,-8.765575,6.361843,-9.611160
51.935860,3.919820,-1.358112,17.714007,-1.816517,11.773149
-56.934636,-14.087989,5.536383,8.067044,12.396492,-4.090019
-125.448804,-6.377651,9.735001,19.679853,-1.532509,-12.494150
91.228742,-3.980568,-3.605946,-18.703705,-11.423302,19.500757
-92.742389,5.649088,-14.202551,10.414197,-18.161615,-1.530956
93.630346,8.572105,-19.758116,-1.687022,1.803602,16.204273
69.382925,-6.597846,7.030282,-15.497251,-2.444843,11.028103
199.152816,19.981184,-7.470913,-15.747601,17.455728,11.561958
114.138420,7.968885,13.156059,15.498474,3.741447,10.863457
